Participant,D2Criterion,Case,D1Criterion,D1C1,D1C2,D1C3,D1C4,D1C5,D2C5,D2C4,D2C3,D2C2,D2C1,CompSelected,Correct,Cue1Order,Cue2Order,Cue3Order,Cue4Order,Cue5Order,Cue1Sel,Cue2Sel,Cue3Sel,Cue4Sel,Cue5Sel,GetBonus,Ncues,order,,C1_NC2,NC1_C2,C1_C2,NC1_NC2,,C3_NC4,NC3_C4,C3_C4,NC3_NC4,,Sel_Either_Primacy,Sel_Either_Recency,,,C1 OR C2,C1_C2_NC3_NC4,C3 or C4,C3_C4_NC1_NC2,Sel_EitherLowHigh
10,79.59769106,29,40.54868495,0,0,1,0,0,1,1,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,15,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
10,12.57185219,30,73.66181676,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,34,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
10,82.11471328,31,26.22465474,0,0,0,0,1,0,1,0,1,1,2,1,2,0,0,1,3,1,0,0,1,1,0,3,6,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
10,32.87367097,32,69.96791427,1,1,1,0,1,1,0,0,0,0,1,1,2,0,0,1,0,1,0,0,1,0,0,2,27,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
10,80.71779556,33,18.63840953,1,0,0,1,0,0,0,0,1,1,1,0,2,0,0,1,0,1,0,0,1,0,0,2,22,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
10,11.08833716,34,52.8690623,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,30,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
10,62.48775884,35,7.32104199,0,0,1,0,1,0,1,0,1,1,2,1,1,0,0,0,2,1,0,0,0,1,0,2,1,,1,0,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
10,20.73636391,36,65.45077794,1,1,1,1,0,1,1,0,0,0,1,1,3,0,0,2,1,1,0,0,1,1,0,3,5,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
10,93.30163494,37,36.47929665,1,1,0,0,0,1,1,0,1,1,2,1,2,3,0,1,4,1,1,0,1,1,0,4,21,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
10,91.23633869,38,35.8745515,0,0,0,0,1,0,1,1,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,14,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
10,27.84567143,39,89.03744896,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,28,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
10,20.06996368,40,72.94527388,0,1,1,1,0,0,0,0,1,0,1,1,2,3,0,1,0,1,1,0,1,0,0,3,23,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
12,19.71738388,1,98.12167338,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,29,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
12,6.422805384,2,64.25661403,1,1,1,0,0,1,1,1,0,0,2,0,2,0,3,1,4,1,0,1,1,1,0,4,2,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
12,31.99114614,3,75.32361934,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,1,0,2,9,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
12,87.07863351,4,19.82344534,0,0,1,0,0,0,1,1,1,1,2,1,4,0,2,1,3,1,0,1,1,1,0,4,18,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
12,66.47028079,5,38.82827223,1,0,0,0,1,1,0,1,1,1,2,1,3,4,0,1,2,1,1,0,1,1,0,4,37,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
12,46.98169927,6,51.17055154,0,1,1,0,1,0,0,0,0,1,1,1,3,0,0,1,2,1,0,0,1,1,0,3,17,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
12,63.49409476,7,30.5458721,0,0,1,0,0,1,0,1,0,1,2,1,2,3,0,4,1,1,1,0,1,1,0,4,5,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
12,75.83477434,8,18.91588174,1,0,0,0,0,1,1,0,1,1,2,1,0,0,1,2,3,0,0,1,1,1,0,3,25,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
12,66.26256017,9,45.30757648,0,1,1,1,0,1,1,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,5,16,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
12,95.3134629,10,37.73740774,0,0,0,0,1,1,1,1,1,1,2,1,2,0,0,0,1,1,0,0,0,1,0,2,4,,1,0,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
12,34.2126332,11,94.49902277,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,7,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
12,21.03649425,12,63.62186498,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,27,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
12,17.66223335,13,57.48817567,1,0,0,0,0,1,1,1,0,0,2,0,3,4,2,1,0,1,1,1,1,0,0,4,12,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
12,99.33369891,14,48.11085936,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,2,0,0,1,0,1,0,0,2,1,,0,1,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
12,8.560522736,15,76.02712948,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,10,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
12,58.96255551,16,25.26279992,1,0,0,1,0,0,1,1,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,33,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
12,78.60372564,17,32.01153732,0,0,0,1,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,38,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
12,64.86879171,18,32.39929734,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,5,26,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
12,6.190874928,19,97.16931153,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,20,,0,0,0,1,,0,0,0,1,,0,0,,,0,0,0,0,0
12,87.46995169,20,3.319445531,0,1,0,0,1,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,23,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
12,91.90818598,21,46.7354112,1,0,1,0,0,1,1,1,1,1,2,1,0,0,2,1,0,0,0,1,1,0,0,2,22,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
12,31.25168103,22,78.35494451,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,3,2,1,0,0,1,1,0,3,21,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
12,3.1378457,23,64.27437014,0,0,1,1,1,0,1,0,1,0,1,1,0,0,2,1,3,0,0,1,1,1,0,3,32,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
12,54.97625065,24,22.11879515,0,0,1,0,1,0,1,0,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,3,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
12,64.20389712,25,18.15611745,0,0,0,1,1,0,1,1,1,1,2,1,2,0,0,0,1,1,0,0,0,1,0,2,31,,1,0,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
12,41.8159545,26,63.81597126,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,15,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
12,74.82918167,27,17.68614542,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,5,34,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
12,8.488629571,28,80.8740411,0,1,1,1,0,1,0,0,0,0,2,0,2,0,0,3,1,1,0,0,1,1,0,3,35,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
12,79.59769106,29,40.54868495,0,0,1,0,0,1,1,0,0,1,2,1,4,0,2,1,3,1,0,1,1,1,0,4,39,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
12,12.57185219,30,73.66181676,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,19,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
12,82.11471328,31,26.22465474,0,0,0,0,1,0,1,0,1,1,2,1,1,0,0,2,0,1,0,0,1,0,0,2,0,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
12,32.87367097,32,69.96791427,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,6,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
12,80.71779556,33,18.63840953,1,0,0,1,0,0,0,0,1,1,1,0,4,0,1,2,3,1,0,1,1,1,0,4,13,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
12,11.08833716,34,52.8690623,0,1,0,1,1,1,1,0,0,0,2,0,0,0,3,2,1,0,0,1,1,1,0,3,8,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
12,62.48775884,35,7.32104199,0,0,1,0,1,0,1,0,1,1,2,1,3,0,0,1,2,1,0,0,1,1,0,3,11,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
12,20.73636391,36,65.45077794,1,1,1,1,0,1,1,0,0,0,2,0,0,0,0,1,2,0,0,0,1,1,0,2,28,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
12,93.30163494,37,36.47929665,1,1,0,0,0,1,1,0,1,1,2,1,0,0,2,1,0,0,0,1,1,0,0,2,36,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
12,91.23633869,38,35.8745515,0,0,0,0,1,0,1,1,0,1,2,1,3,0,0,2,1,1,0,0,1,1,0,3,24,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
12,27.84567143,39,89.03744896,1,0,0,0,0,0,0,1,0,0,1,1,3,4,0,1,2,1,1,0,1,1,0,4,14,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
12,20.06996368,40,72.94527388,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,30,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
13,19.71738388,1,98.12167338,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,2,0,0,1,0,1,0,0,2,34,,0,1,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
13,6.422805384,2,64.25661403,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,2,0,0,1,0,1,0,0,2,29,,0,1,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
13,31.99114614,3,75.32361934,0,0,0,1,1,0,0,0,0,0,2,0,2,1,0,0,0,1,1,0,0,0,0,2,26,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
13,87.07863351,4,19.82344534,0,0,1,0,0,0,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,24,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
13,66.47028079,5,38.82827223,1,0,0,0,1,1,0,1,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,21,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
13,46.98169927,6,51.17055154,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,13,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
13,63.49409476,7,30.5458721,0,0,1,0,0,1,0,1,0,1,2,1,2,1,0,4,3,1,1,0,1,1,0,4,30,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,75.83477434,8,18.91588174,1,0,0,0,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,22,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
13,66.26256017,9,45.30757648,0,1,1,1,0,1,1,0,1,0,2,1,1,2,0,3,0,1,1,0,1,0,0,3,3,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,95.3134629,10,37.73740774,0,0,0,0,1,1,1,1,1,1,2,1,3,1,0,4,2,1,1,0,1,1,0,4,27,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,34.2126332,11,94.49902277,1,0,1,1,1,1,1,0,0,0,1,1,2,1,0,3,4,1,1,0,1,1,0,4,11,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,21.03649425,12,63.62186498,1,1,1,1,1,0,0,0,0,0,1,1,2,1,0,3,0,1,1,0,1,0,0,3,23,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,17.66223335,13,57.48817567,1,0,0,0,0,1,1,1,0,0,2,0,2,1,0,3,0,1,1,0,1,0,0,3,25,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,99.33369891,14,48.11085936,0,0,0,0,0,0,1,1,0,0,2,1,2,1,0,4,3,1,1,0,1,1,0,4,10,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,8.560522736,15,76.02712948,1,1,1,1,1,0,1,0,0,0,1,1,2,1,0,3,0,1,1,0,1,0,0,3,16,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,58.96255551,16,25.26279992,1,0,0,1,0,0,1,1,1,0,2,1,0,1,0,2,0,0,1,0,1,0,0,2,36,,0,1,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
13,78.60372564,17,32.01153732,0,0,0,1,0,0,0,1,1,1,2,1,2,1,0,4,3,1,1,0,1,1,0,4,9,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,64.86879171,18,32.39929734,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,7,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
13,6.190874928,19,97.16931153,0,0,1,0,1,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,19,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
13,87.46995169,20,3.319445531,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,5,35,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
13,91.90818598,21,46.7354112,1,0,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,12,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
13,31.25168103,22,78.35494451,1,1,1,0,1,0,1,0,1,0,1,1,2,1,0,0,0,1,1,0,0,0,0,2,15,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
13,3.1378457,23,64.27437014,0,0,1,1,1,0,1,0,1,0,2,0,2,1,0,3,0,1,1,0,1,0,0,3,17,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,54.97625065,24,22.11879515,0,0,1,0,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,18,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
13,64.20389712,25,18.15611745,0,0,0,1,1,0,1,1,1,1,2,1,0,1,0,2,0,0,1,0,1,0,0,2,6,,0,1,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
13,41.8159545,26,63.81597126,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,31,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
13,74.82918167,27,17.68614542,0,0,1,0,1,0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
13,8.488629571,28,80.8740411,0,1,1,1,0,1,0,0,0,0,1,1,3,1,0,4,2,1,1,0,1,1,0,4,37,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,79.59769106,29,40.54868495,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,39,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
13,12.57185219,30,73.66181676,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,4,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
13,82.11471328,31,26.22465474,0,0,0,0,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,32,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
13,32.87367097,32,69.96791427,1,1,1,0,1,1,0,0,0,0,1,1,2,1,0,3,0,1,1,0,1,0,0,3,2,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,80.71779556,33,18.63840953,1,0,0,1,0,0,0,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,33,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
13,11.08833716,34,52.8690623,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,28,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
13,62.48775884,35,7.32104199,0,0,1,0,1,0,1,0,1,1,2,1,0,1,0,2,0,0,1,0,1,0,0,2,0,,0,1,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
13,20.73636391,36,65.45077794,1,1,1,1,0,1,1,0,0,0,1,1,2,1,0,3,0,1,1,0,1,0,0,3,14,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,93.30163494,37,36.47929665,1,1,0,0,0,1,1,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,38,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
13,91.23633869,38,35.8745515,0,0,0,0,1,0,1,1,0,1,2,1,2,1,0,0,0,1,1,0,0,0,0,2,8,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
13,27.84567143,39,89.03744896,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0,3,0,1,1,0,1,0,0,3,20,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
13,20.06996368,40,72.94527388,0,1,1,1,0,0,0,0,1,0,1,1,2,1,4,3,0,1,1,1,1,0,0,4,5,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,19.71738388,1,98.12167338,0,0,0,1,1,1,0,1,0,0,2,0,2,1,0,0,0,1,1,0,0,0,0,2,33,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
14,6.422805384,2,64.25661403,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,18,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
14,31.99114614,3,75.32361934,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,3,0,0,1,1,1,0,0,3,3,,0,1,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
14,87.07863351,4,19.82344534,0,0,1,0,0,0,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,19,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
14,66.47028079,5,38.82827223,1,0,0,0,1,1,0,1,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,14,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
14,46.98169927,6,51.17055154,0,1,1,0,1,0,0,0,0,1,1,1,2,1,3,4,0,1,1,1,1,0,0,4,15,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,63.49409476,7,30.5458721,0,0,1,0,0,1,0,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,20,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,75.83477434,8,18.91588174,1,0,0,0,0,1,1,0,1,1,2,1,2,1,3,0,0,1,1,1,0,0,0,3,10,,0,0,1,0,,1,0,0,0,,1,0,,,1,0,1,0,0
14,66.26256017,9,45.30757648,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,5,0,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,95.3134629,10,37.73740774,0,0,0,0,1,1,1,1,1,1,2,1,0,1,2,0,3,0,1,1,0,1,0,3,39,,0,1,0,0,,1,0,0,0,,1,1,,,1,0,1,0,0
14,34.2126332,11,94.49902277,1,0,1,1,1,1,1,0,0,0,1,1,2,1,3,4,0,1,1,1,1,0,0,4,38,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,21.03649425,12,63.62186498,1,1,1,1,1,0,0,0,0,0,1,1,2,1,3,0,4,1,1,1,0,1,0,4,8,,0,0,1,0,,1,0,0,0,,1,0,,,1,0,1,0,0
14,17.66223335,13,57.48817567,1,0,0,0,0,1,1,1,0,0,1,1,2,1,3,0,0,1,1,1,0,0,0,3,25,,0,0,1,0,,1,0,0,0,,1,0,,,1,0,1,0,0
14,99.33369891,14,48.11085936,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,29,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
14,8.560522736,15,76.02712948,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,28,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,58.96255551,16,25.26279992,1,0,0,1,0,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,5,31,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,78.60372564,17,32.01153732,0,0,0,1,0,0,0,1,1,1,2,1,2,1,3,4,0,1,1,1,1,0,0,4,4,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,64.86879171,18,32.39929734,0,1,1,1,0,1,0,1,1,0,1,0,2,1,3,4,0,1,1,1,1,0,0,4,11,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,6.190874928,19,97.16931153,0,0,1,0,1,1,1,1,0,0,1,1,2,1,0,0,0,1,1,0,0,0,0,2,30,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
14,87.46995169,20,3.319445531,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,21,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
14,91.90818598,21,46.7354112,1,0,1,0,0,1,1,1,1,1,2,1,0,1,2,0,0,0,1,1,0,0,0,2,22,,0,1,0,0,,1,0,0,0,,1,1,,,1,0,1,0,0
14,31.25168103,22,78.35494451,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,34,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,3.1378457,23,64.27437014,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,1,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,54.97625065,24,22.11879515,0,0,1,0,1,0,1,0,1,1,2,1,2,1,3,0,0,1,1,1,0,0,0,3,23,,0,0,1,0,,1,0,0,0,,1,0,,,1,0,1,0,0
14,64.20389712,25,18.15611745,0,0,0,1,1,0,1,1,1,1,2,1,0,1,2,0,0,0,1,1,0,0,0,2,36,,0,1,0,0,,1,0,0,0,,1,1,,,1,0,1,0,0
14,41.8159545,26,63.81597126,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,2,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
14,74.82918167,27,17.68614542,0,0,1,0,1,0,0,1,1,0,2,1,0,1,2,0,0,0,1,1,0,0,0,2,26,,0,1,0,0,,1,0,0,0,,1,1,,,1,0,1,0,0
14,8.488629571,28,80.8740411,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,2,0,1,0,0,1,0,2,12,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
14,79.59769106,29,40.54868495,0,0,1,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,5,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
14,12.57185219,30,73.66181676,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,32,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,82.11471328,31,26.22465474,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,6,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
14,32.87367097,32,69.96791427,1,1,1,0,1,1,0,0,0,0,1,1,2,1,3,4,0,1,1,1,1,0,0,4,17,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,80.71779556,33,18.63840953,1,0,0,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,9,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,11.08833716,34,52.8690623,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,35,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,62.48775884,35,7.32104199,0,0,1,0,1,0,1,0,1,1,2,1,2,1,3,4,0,1,1,1,1,0,0,4,13,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,20.73636391,36,65.45077794,1,1,1,1,0,1,1,0,0,0,1,1,0,1,2,0,0,0,1,1,0,0,0,2,24,,0,1,0,0,,1,0,0,0,,1,1,,,1,0,1,0,0
14,93.30163494,37,36.47929665,1,1,0,0,0,1,1,0,1,1,2,1,0,1,2,0,0,0,1,1,0,0,0,2,37,,0,1,0,0,,1,0,0,0,,1,1,,,1,0,1,0,0
14,91.23633869,38,35.8745515,0,0,0,0,1,0,1,1,0,1,2,1,0,1,2,3,0,0,1,1,1,0,0,3,16,,0,1,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
14,27.84567143,39,89.03744896,1,0,0,0,0,0,0,1,0,0,1,1,2,1,3,4,0,1,1,1,1,0,0,4,27,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
14,20.06996368,40,72.94527388,0,1,1,1,0,0,0,0,1,0,1,1,2,1,3,0,0,1,1,1,0,0,0,3,7,,0,0,1,0,,1,0,0,0,,1,0,,,1,0,1,0,0
15,19.71738388,1,98.12167338,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,6,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
15,6.422805384,2,64.25661403,1,1,1,0,0,1,1,1,0,0,1,1,2,1,0,3,4,1,1,0,1,1,0,4,33,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
15,31.99114614,3,75.32361934,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,3,0,0,1,1,1,0,0,3,17,,0,1,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
